Quận/Huyện,Logic,N/A = Yes,Phường,Đường,Đoạn,VT1,VT2,VT3,VT4,Loại đất,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Bùi Hữu Nghĩa (đường tỉnh 16 cũ),Đoạn từ giáp ranh giới tỉnh Bình Dương đến đường Nguyễn Tri Phương,22000,10000,4900,3500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Bùi Hữu Nghĩa (đường tỉnh 16 cũ),Đoạn từ Nguyễn Tri Phương đến đường đi vào Công an phường Bửu Hòa,26000,11000,7200,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Bùi Hữu Nghĩa (đường tỉnh 16 cũ),Đoạn từ Công an phường Bửu Hòa đến đường Nguyễn Thị Tồn (giáp ranh giới phường Hóa An),23000,10000,4900,3600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Bùi Hữu Nghĩa (đường tỉnh 16 cũ),Đoạn từ đường Nguyễn Thị Tồn đến đường Huỳnh Mẫn Đạt,18000,10000,4600,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Bùi Hữu Nghĩa (đường tỉnh 16 cũ),Đoạn từ đường Huỳnh Mẫn Đạt đến cầu Rạch Sỏi,16000,8000,4200,3000,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Bùi Hữu Nghĩa (đường tỉnh 16 cũ),Đoạn từ cầu Rạch Sỏi đến cầu Ông Tiếp,13000,7000,3600,2700,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Thị Tồn,,21000,10000,4900,3500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trần Văn Ơn,,14000,7000,4400,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Tri Phương,Đoạn từ cầu Rạch Cát đến cầu Ghềnh,16000,7000,3900,3000,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Tri Phương,Đoạn từ cầu Ghềnh đến đường Nguyễn Ái Quốc,21000,10000,4900,3500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Văn Lung,,17000,8000,4400,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hoàng Minh Chánh,Đoạn từ đường Nguyễn Ái Quốc đến đường Bùi Hữu Nghĩa (đường Hoàng Minh Chánh cũ),20000,10000,4900,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hoàng Minh Chánh,Đoạn từ đường Nguyễn Ái Quốc đến nghĩa trang Sùng Chính Phước Kiến (dự án đường Hoàng Minh Chánh nối dài),17000,8000,4400,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Huỳnh Mẫn Đạt (đường vào mỏ đá BBCC cũ),,13000,7000,3900,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Phạm Văn Diêu,,12000,6000,3900,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đặng Đại Độ,"Đoạn từ đường Nguyễn Tri Phương đến hết thửa đất số 56, tờ bản đồ số 60 (chiều dài 630 m giáp bờ sông)",13000,5000,3600,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đặng Đại Độ,"Đoạn từ thửa đất số 56, tờ bản đồ số 60 đến đường Đặng Văn Trơn",9000,4000,3300,2300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đỗ Văn Thi,Đoạn từ đường Nguyễn Tri Phương đến hết cây xăng An Thái An,20000,9000,4700,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đỗ Văn Thi,Đoạn từ cây xăng An Thái An đến hết đường,16000,7000,3900,2700,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đặng Văn Trơn,Đoạn từ đường Đỗ Văn Thi đến đường rẽ lên cầu Bửu Hòa,21000,10000,4600,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đặng Văn Trơn,Đoạn tiếp theo tới sông Cái,18000,8000,3900,3000,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường nối từ đường Đặng Văn Trơn đến cầu Bửu Hòa,,17000,8000,3500,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Dương Bạch Mai,,20000,12000,8000,4500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Phan Trung,,27000,12000,8500,4500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trương Định (đường 4),,25000,11000,8500,4500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trương Quyền (đường 3),,18000,10000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Võ Cương,,23000,12000,8000,4500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Bá Học,,20000,11000,8000,4500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Dương Tử Giang,,23000,11000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Lê Thoa,,20000,9000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hồ Văn Leo,,21000,10000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hồ Văn Thể,,26000,12000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Dã Tượng (đường giáo xứ Bùi Thượng cũ),,20000,10000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đặng Đức Thuật (từ đường Đồng Khởi đến đường Đoàn Văn Cự),,21000,11000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đoàn Văn Cự,Đoạn từ Phạm Văn Thuận đến Công ty VMEP,21000,11000,6500,4500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đoàn Văn Cự,Đoạn từ Công ty VMEP đến ranh Bệnh viện Đa khoa Đồng Nai,20000,10000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Lý Văn Sâm,,22000,11000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Bảo Đức,,22000,11000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Phạm Văn Thuận,,35000,14000,8500,6000,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trần Quốc Toản,Đoạn từ đường Phạm Văn Thuận đến đường Vũ Hồng Phô,26000,12000,7300,4500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trần Quốc Toản,Đoạn từ đường Vũ Hồng Phô đến cầu Ông Gia,20000,10000,6100,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trần Quốc Toản,Đoạn từ cầu Ông Gia đến đường 11 KCN Biên Hòa 1,13000,7000,4600,3100,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Vũ Hồng Phô,,21000,10000,6000,3600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hàn Thuyên (đường 4 KCN Biên Hòa 1),,12000,7000,4200,3100,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường 9 (đường trong KCN Biên Hòa 1),,10000,6000,3900,3000,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Lê Văn Duyệt (đường 11 KCN Biên Hòa 1),,16000,8000,5200,3600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Lê Thị Vân,,16000,8000,5200,3800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Mạc Đĩnh Chi (đường vào phòng giao dịch - Ngân hàng Công Thương chi nhánh Đồng Nai),,14000,8000,5200,3400,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Thông,,16000,9000,4600,3400,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trần Thị Hoa,,16000,9000,5200,3800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Châu Văn Lồng,,14000,9000,4200,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,"Đường liên khu phố 6,7,8 (phường Tam Hiệp)",,20000,11000,6500,4200,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Quốc lộ 51,Đoạn từ ngã ba Vũng Tàu đến đường Nguyễn Thiện Thuật,29000,12000,7200,4500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Quốc lộ 51,Đoạn từ Nguyễn Thiện Thuật đến mũi tàu tiếp giáp đường Võ Nguyên Giáp,23000,10000,5200,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Quốc lộ 51,Đoạn từ mũi tàu tiếp giáp đường Võ Nguyên Giáp đến đường Nguyễn Trung Trực,20000,9000,4600,3500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Quốc lộ 51,Đoạn từ đường Nguyễn Trung Trực đến cầu Sông Buông,14000,7000,3900,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Quốc lộ 51,Đoạn từ cầu Sông Buông đến hết ranh giới phường Phước Tân,12000,5000,3900,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Quốc lộ 51,Đoạn từ ranh giới phường Phước Tân đến đường Hàm Nghi,9000,5000,3600,2300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Quốc lộ 51,Đoạn từ đường Hàm Nghi đến giáp Trung tâm Huấn luyện chó nghiệp vụ Quân Khuyển,12000,5000,3600,2300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Quốc lộ 51,Đoạn từ Trung tâm Huấn luyện chó nghiệp vụ Quân Khuyển đến ranh giới phường Tam Phước và xã An Phước,9000,4000,3300,2100,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trạm thuế khu vực 2 (phường Tam Hiệp),,20000,11000,6500,4200,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đa Minh,,20000,11000,6500,4200,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Tân Lập,,20000,11000,6500,4200,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Võ Nguyên Giáp,Đoạn từ Quốc lộ 51 đến đầu cầu số 3,23000,12000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Võ Nguyên Giáp,Đoạn từ đầu cầu số 3 đến đường Chu Mạnh Trinh,17000,8000,4600,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Võ Nguyên Giáp,Đoạn đường Chu Mạnh Trinh đến hết ranh giới phường Phước Tân,12000,5000,3600,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Văn Tỏ,Đoạn từ Quốc lộ 51 đến đến giáp phường An Hòa,18000,7000,4200,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Văn Tỏ,Đoạn qua phường An Hòa,13000,7000,3500,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trương Văn Hải,,18000,9000,7000,5000,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường B5 (khu dân cư Phú Thịnh),,21000,10000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Các đường thuộc khu chợ Long Bình Tân (KP1) phường Long Bình Tân,,22000,10000,5600,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hoàng Bá Bích,,26000,11000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đặng Nguyên,,20000,10000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Lê Nguyên Đạt,,20000,10000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Phan Đăng Lưu,,14000,8000,5200,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Yết Kiêu,,20000,12000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hoàng Tam Kỳ,,20000,10000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Huỳnh Dân Sanh,,21000,10000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,"Đường liên khu 3,4,5 (phường Long Bình)",,18000,9000,6500,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Bùi Văn Hòa (Quốc lộ 15 nối dài),,27000,12000,6500,4500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Ngô Quyền từ QL51 đến cầu An Hòa (Hương lộ phường An Hòa cũ),,20000,9000,4200,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Thiện Thuật,,11000,5000,3100,2100,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Trung Trực,Đoạn từ Quốc lộ 51 đến Nhà văn hóa ấp 4 phường An Hòa,10000,5000,3600,2300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Trung Trực,Đoạn còn lại đến hết đường nhựa,7000,4000,2600,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đinh Quang Ân (đường Tân Cang cũ),Đoạn từ Quốc lộ 51 đến Chùa Viên Thông,14000,7000,3900,3300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Đinh Quang Ân (đường Tân Cang cũ),Đoạn từ Chùa Viên Thông đến đường Võ Nguyên Giáp,11000,5000,3600,2600,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Chu Mạnh Trinh (đường vào nghĩa trang Biên Hòa mới),,8000,4000,2700,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hồ Văn Huê,,8000,4000,2900,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nam Cao,,8000,4000,2900,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Thành Thái,,7000,3000,2600,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Trương Hán Siêu,,9000,4000,2900,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hoàng Đình Cận,,8000,4000,2900,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Phước Tân - Giang Điền,,6000,3000,2100,1700,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Phước Tân - Long Hưng (thuộc phường Phước Tân),,8000,4000,2900,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường kết nối khu công nghiệp Giang Điền vào đường Võ Nguyên Giáp,,6000,3000,2600,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Phùng Hưng (từ QL51 đến giáp ranh huyện Trảng Bom),,10000,4000,3300,2000,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Dương Diên Nghệ (Hương lộ 21 cũ đoạn qua phường Tam Phước),,7000,4000,2900,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Hoàng,,7000,4000,3300,2000,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hà Nam,,5000,3000,2300,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Khắc Hiếu,Đoạn từ đường Phùng Hưng đến ngã 3,7000,3000,2600,2000,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Nguyễn Khắc Hiếu,Đoạn còn lại,6000,4000,2600,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Hàm Nghi,,6000,3000,2300,1800,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Lý Nhân Tông,,5000,2500,2000,1300,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,"Đường nối từ đường Đồng Khởi đến đường liên khu Phố 6, 7, 8 (hẻm số 279 đường Đồng Khởi, phường Tam Hiệp)",,17000,11000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,"Đường nối từ đường Đặng Đức Thuật qua đường Nguyễn Bảo Đức, đường Lý Văn Sâm đến đường nối từ đường Đồng Khởi đến đường liên khu Phố 6, 7, 8 (hẻm số 30 đường Đặng Đức Thuật, phường Tam Hiệp)",,16000,11000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,"Đường nối từ đường Đặng Đức Thuật qua đường Nguyễn Bảo Đức đến đường Lý Văn Sâm (hẻm số 38 đường Đặng Đức Thuật, phường Tam Hiệp)",,16000,11000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,"Đường nối từ đường Đặng Đức Thuật đến đường Nguyễn Bảo Đức (hẻm số 42 đường Đặng Đức Thuật, phường Tam Hiệp)",,16000,11000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,"Đường nối từ đường Lý Văn Sâm qua đường Nguyễn Bảo Đức đến hết quán cà phê Xá Xị (hẻm số 4 đường Lý Văn Sâm phường Tam Hiệp)",,16000,11000,6000,3900,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Lê A,,21000,13000,8500,5500,ĐẤT Ở ĐÔ THỊ,
Thành phố Biên Hòa,Đường + Đoạn,,,Hương lộ 2,Đoạn từ cầu Sắt đến cầu Cây Ngã,9000,6000,3000,1500,ĐẤT Ở NÔNG THÔN,
Thành phố Biên Hòa,Đường + Đoạn,,,Hương lộ 2,Đoạn từ cầu Cây Ngã đến cầu Vấp,7000,4000,2000,1500,ĐẤT Ở NÔNG THÔN,
Thành phố Biên Hòa,Đường + Đoạn,,,Hương lộ 2,Đoạn còn lại,5000,3000,1800,1500,ĐẤT Ở NÔNG THÔN,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Phước Tân - Long Hưng (thuộc xã Long Hưng),,5000,3000,1700,1500,ĐẤT Ở NÔNG THÔN,
Thành phố Biên Hòa,Đường + Đoạn,,,Hương lộ 2,Đoạn từ cầu Sắt đến cầu Cây Ngã,9000,6000,3000,1500,ĐẤT Ở NÔNG THÔN,
Thành phố Biên Hòa,Đường + Đoạn,,,Hương lộ 2,Đoạn từ cầu Cây Ngã đến cầu Vấp,7000,4000,2000,1500,ĐẤT Ở NÔNG THÔN,
Thành phố Biên Hòa,Đường + Đoạn,,,Hương lộ 2,Đoạn còn lại,5000,3000,1800,1500,ĐẤT Ở NÔNG THÔN,
Thành phố Biên Hòa,Đường + Đoạn,,,Đường Phước Tân - Long Hưng (thuộc xã Long Hưng),,5000,3000,1700,1500,ĐẤT Ở NÔNG THÔN,
Thành phố Biên Hòa,Phường,,Thanh Bình,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Trung Dũng,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Hòa Bình,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Quyết Thắng,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Quang Vinh,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Thống Nhất,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tân Hiệp,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tam Hòa,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tam Hiệp,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Bình Đa,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tân Mai,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tân Tiến,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Trảng Dài,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Long Bình,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,An Bình,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tân Phong,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tân Hòa,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tân Vạn,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Bửu Long,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tân Biên,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Long Bình Tân,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Hố Nai,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Bửu Hòa,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Hiệp Hòa,,,290,270,260,250,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Hóa An,,,270,260,250,240,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,Tân Hạnh,,,270,260,250,240,RỪNG SẢN XUẤT,
Thành phố Biên Hòa,Phường,,An Hòa,,,270,260,250,240,RỪNG SẢN XUẤT,
